,Unnamed: 0,ID,LIMIT_BAL,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default,longest_unpaid_streak,total_bill,total_paid,avg_pay_ratio
909,16276,16277,300000.0,1,2,31,0,0,0,-1,-1,0,34515.0,60700.0,33843.0,5045.0,10288.0,12565.0,30000.0,5000.0,5045.0,10288.0,5000.0,5000.0,1,0,156956.0,60333.0,0.607981147390148
910,17605,17606,50000.0,2,1,43,0,0,0,2,0,0,51229.0,46954.0,51221.0,49759.0,49820.0,50525.0,2100.0,5896.0,0.0,2000.0,1988.0,2000.0,0,2,299508.0,13984.0,0.04786500793463514
911,11026,11027,50000.0,1,2,25,0,0,0,0,0,0,40181.0,66569.0,19281.0,18679.0,12980.0,8592.0,1500.0,2400.0,5700.0,8000.0,3062.0,1000.0,1,0,166282.0,21662.0,0.28497485010676904
912,3024,3025,100000.0,3,1,36,0,0,2,0,0,2,101972.0,115335.0,112016.0,112906.0,120101.0,138819.0,16608.0,0.0,4233.0,9200.0,21000.0,4000.0,1,2,701149.0,55041.0,0.08187351978037492
913,16744,16745,50000.0,2,2,25,0,0,0,0,0,0,50479.0,48294.0,48735.0,45036.0,19246.0,18872.0,1649.0,11890.0,1367.0,668.0,675.0,673.0,1,0,230662.0,16922.0,0.07578936256763577
914,8430,8431,180000.0,1,2,31,2,2,7,7,7,7,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,14400.0,0.0,0.0
915,23120,23121,120000.0,3,1,40,0,0,0,0,0,0,97886.0,74638.0,70864.0,64193.0,61733.0,59717.0,3003.0,2823.0,2514.0,1732.0,1756.0,1689.0,0,0,429031.0,13517.0,0.035339177053972944
916,23718,23719,600000.0,1,1,53,-2,-2,-2,-2,-2,-2,84300.0,27446.0,0.0,0.0,6677.0,83034.0,27446.0,0.0,0.0,6677.0,83034.0,0.0,0,-2,201457.0,117157.0,1.0
917,7912,7913,180000.0,1,2,27,0,0,0,0,0,0,95757.0,98098.0,101255.0,101341.0,98419.0,85259.0,3880.0,5114.0,3238.0,3401.0,2980.0,3000.0,0,0,580129.0,21613.0,0.03830372393872812
918,26105,26106,80000.0,2,1,38,0,0,0,0,0,0,43170.0,44151.0,45505.0,43485.0,44830.0,43229.0,2000.0,2100.0,2000.0,2000.0,2000.0,2000.0,0,0,264370.0,12100.0,0.04566379083582336
919,11076,11077,200000.0,1,2,30,0,0,0,0,0,0,74961.0,69702.0,63210.0,57098.0,46455.0,38265.0,2513.0,1656.0,5000.0,20000.0,15000.0,14000.0,0,0,349691.0,58169.0,0.19446958236450254
920,23474,23475,300000.0,3,2,31,0,0,0,0,0,0,92235.0,67283.0,65059.0,147613.0,236687.0,237105.0,4505.0,6039.0,100000.0,100000.0,8600.0,8500.0,0,0,845982.0,227644.0,0.2591992599784987
921,24784,24785,80000.0,1,2,35,1,-1,2,-1,-1,-1,0.0,4117.0,3370.0,5018.0,950.0,-3827.0,4117.0,0.0,5018.0,0.0,0.0,7654.0,1,2,9628.0,16789.0,0.4
922,20762,20763,230000.0,2,2,34,-2,-2,-2,-2,-2,-2,27178.0,0.0,856.0,6147.0,7387.0,13492.0,0.0,856.0,6147.0,7387.0,13492.0,6701.0,0,-2,55060.0,34583.0,1.0
923,11324,11325,70000.0,2,2,29,0,0,0,0,0,0,34449.0,35009.0,21307.0,8840.0,8131.0,7535.0,1600.0,1300.0,500.0,1000.0,1000.0,1500.0,1,0,115271.0,6900.0,0.08379530723905472
924,17436,17437,50000.0,1,2,39,0,0,0,0,0,0,47381.0,48697.0,48322.0,45353.0,19426.0,19857.0,2116.0,2320.0,1300.0,1000.0,700.0,600.0,0,0,229036.0,8036.0,0.04137142311805538
925,25615,25616,120000.0,2,1,28,0,0,0,0,0,0,103676.0,96833.0,78920.0,74310.0,75710.0,77503.0,3283.0,3000.0,5000.0,3000.0,3000.0,4000.0,0,0,506952.0,21283.0,0.043507133518916365
926,10051,10052,70000.0,3,2,24,0,0,0,0,-1,0,65429.0,67513.0,67767.0,69275.0,1058.0,48376.0,3136.0,2076.0,2243.0,1058.0,48000.0,2000.0,0,0,319418.0,58513.0,0.42033808930096095
927,15549,15550,360000.0,1,1,33,0,0,0,0,0,0,21936.0,35331.0,30580.0,34985.0,39585.0,49735.0,14000.0,5000.0,5000.0,5000.0,10150.0,60000.0,0,0,212152.0,99150.0,0.2066137278590227
928,22982,22983,500000.0,1,1,43,-2,-2,-2,-2,-2,-2,270.0,9390.0,0.0,14153.0,5254.0,11676.0,9483.0,0.0,14153.0,5274.0,11676.0,2276.0,0,-2,40743.0,42862.0,1.0027421553759133
929,4813,4814,130000.0,2,1,42,0,0,0,0,0,0,24565.0,22446.0,23245.0,27410.0,12085.0,9535.0,5000.0,2000.0,5000.0,3000.0,6000.0,2280.0,0,0,119286.0,23280.0,0.27374285295997464
930,3965,3966,210000.0,2,1,33,0,0,0,0,0,0,137009.0,121126.0,101951.0,96329.0,84224.0,81570.0,20000.0,15011.0,10000.0,10000.0,5000.0,10001.0,0,0,622209.0,70012.0,0.11923873216018976
931,12451,12452,290000.0,2,2,34,1,-2,-1,0,0,0,0.0,0.0,4524.0,8440.0,10300.0,0.0,0.0,4524.0,4000.0,2000.0,0.0,0.0,1,1,23264.0,10524.0,0.7336216813141305
932,9294,9295,140000.0,2,2,27,1,2,2,-1,0,0,28332.0,27464.0,-1116.0,90558.0,92530.0,83880.0,0.0,28.0,92000.0,3800.0,3600.0,2604.0,0,2,321648.0,102032.0,0.2149640215102977
933,12797,12798,450000.0,2,2,29,0,0,0,0,0,0,51686.0,54224.0,49606.0,43803.0,62914.0,81529.0,10068.0,10075.0,10000.0,20000.0,20000.0,5200.0,0,0,343762.0,75343.0,0.23605505797204446
934,840,841,80000.0,2,2,22,1,2,0,0,0,0,79318.0,79459.0,79788.0,29069.0,26551.0,27109.0,2000.0,2201.0,2000.0,1000.0,1000.0,2000.0,0,2,321294.0,10201.0,0.03922182299284042
935,7465,7466,200000.0,2,2,36,0,0,0,0,0,0,190120.0,194533.0,194175.0,189457.0,187050.0,187082.0,9000.0,9000.0,8000.0,10000.0,8000.0,7000.0,1,0,1142417.0,51000.0,0.04621283304873907
936,9552,9553,80000.0,2,1,35,0,0,0,0,0,0,14376.0,15689.0,16393.0,16724.0,17086.0,17431.0,1435.0,1139.0,470.0,500.0,490.0,544.0,0,0,97699.0,4578.0,0.04928482402852231
937,13279,13280,10000.0,2,2,43,2,-1,-1,-1,-1,-1,654.0,608.0,654.0,5954.0,0.0,1308.0,608.0,700.0,5954.0,0.0,1308.0,0.0,1,2,9178.0,8570.0,1.0140672782874618
938,3023,3024,100000.0,3,1,36,2,2,2,2,2,2,53530.0,55081.0,55581.0,59253.0,61145.0,62181.0,3000.0,2000.0,4600.0,3000.0,2200.0,2500.0,1,2,346771.0,17300.0,0.05050524903687167
939,17335,17336,500000.0,3,1,36,-2,-2,-2,-2,-2,-2,27866.0,1062.0,27610.0,18133.0,2506.0,169233.0,1062.0,27648.0,25012.0,2506.0,169233.0,11952.0,0,-2,246410.0,237413.0,1.076147980834517
940,21933,21934,290000.0,2,2,27,0,0,0,0,0,0,240506.0,235475.0,240584.0,212024.0,216379.0,209440.0,8601.0,9300.0,8000.0,7612.0,8015.0,7008.0,0,0,1354408.0,48536.0,0.037272283292007435
941,12215,12216,180000.0,2,2,24,0,0,0,0,0,0,182545.0,177885.0,182341.0,126946.0,127013.0,122277.0,9000.0,9300.0,4600.0,5000.0,5000.0,5000.0,0,0,919007.0,37900.0,0.04361810369533685
942,4043,4044,160000.0,2,1,34,-1,-1,-1,-1,-1,-1,2734.0,0.0,625.0,406.0,338.0,0.0,0.0,625.0,406.0,338.0,0.0,0.0,1,-1,4103.0,1369.0,1.0
943,9499,9500,150000.0,1,2,32,0,0,0,0,0,2,125995.0,127467.0,130080.0,131238.0,141612.0,140868.0,5000.0,4723.0,3323.0,11086.0,0.0,4000.0,0,2,797260.0,28132.0,0.03582780017257958
944,5736,5737,90000.0,2,1,35,2,0,0,0,0,2,63426.0,57922.0,55010.0,52540.0,56236.0,40922.0,2700.0,2500.0,1900.0,4600.0,0.0,1600.0,1,2,326056.0,13300.0,0.04200435097835633
945,25605,25606,100000.0,1,2,26,1,-1,-1,-1,-1,-1,0.0,632.0,0.0,316.0,632.0,0.0,632.0,0.0,316.0,632.0,0.0,316.0,0,1,1580.0,1896.0,1.0
946,25112,25113,130000.0,3,1,51,0,0,0,0,0,0,124626.0,121645.0,125789.0,128159.0,123121.0,123323.0,4500.0,6100.0,6000.0,5000.0,4600.0,5000.0,0,0,746663.0,31200.0,0.0420429038311824
947,15395,15396,140000.0,3,2,53,0,0,0,0,0,0,142270.0,144418.0,143728.0,125158.0,93998.0,91229.0,5357.0,5829.0,6240.0,3500.0,3500.0,4000.0,0,0,740801.0,28426.0,0.04062125904826982
948,8823,8824,430000.0,1,1,34,-1,-1,-1,-1,-1,-1,5149.0,4588.0,11164.0,1531.0,9848.0,10178.0,4600.0,11220.0,1531.0,9902.0,10202.0,5926.0,0,-1,42458.0,43381.0,1.0030946031975276
949,14563,14564,20000.0,2,2,24,0,0,2,0,0,-1,12549.0,11552.0,6622.0,6232.0,390.0,930.0,2319.0,0.0,0.0,0.0,930.0,0.0,1,2,38275.0,3249.0,0.240148891966759
950,8637,8638,50000.0,1,2,29,0,0,0,0,0,0,16303.0,47714.0,48916.0,19894.0,20572.0,21230.0,32000.0,2000.0,1000.0,1000.0,1000.0,2000.0,0,0,174629.0,39000.0,0.17150568896921295
951,16606,16607,80000.0,1,2,32,0,0,0,2,0,0,37639.0,38659.0,43427.0,42421.0,42344.0,43229.0,1650.0,5400.0,0.0,1662.0,1717.0,1600.0,0,2,247719.0,12029.0,0.049199228228916016
952,27485,27486,300000.0,1,1,58,2,2,2,2,2,2,148265.0,158230.0,160242.0,156171.0,165556.0,169250.0,14000.0,6000.0,0.0,12000.0,6500.0,6500.0,1,2,957714.0,45000.0,0.04736198344454372
953,10627,10628,200000.0,1,1,57,-1,-1,-1,0,0,0,1964.0,2684.0,11764.0,9830.0,669.0,-716.0,2698.0,11764.0,1000.0,0.0,0.0,2000.0,0,0,26195.0,17462.0,0.4213890990353143
954,9888,9889,160000.0,2,1,38,0,0,0,0,2,2,105313.0,109030.0,109731.0,116452.0,114481.0,121885.0,5416.0,4002.0,8565.0,0.0,9502.0,0.0,0,2,676892.0,27485.0,0.047530751302364206
955,27060,27061,20000.0,3,1,45,0,0,0,0,0,0,26400.0,27400.0,28400.0,29400.0,30000.0,0.0,1000.0,1000.0,1000.0,600.0,0.0,0.0,0,0,141600.0,3600.0,0.22514424468255484
956,18445,18446,130000.0,2,2,24,0,0,0,0,0,0,10071.0,50961.0,44362.0,43359.0,39010.0,36546.0,46034.0,1800.0,1659.0,1200.0,1150.0,1158.0,0,0,224309.0,53001.0,0.20887679573466364
957,8258,8259,180000.0,1,2,33,0,0,0,0,0,0,94001.0,99558.0,106353.0,113047.0,115572.0,117660.0,8000.0,10000.0,10000.0,4500.0,4500.0,5300.0,0,0,646191.0,42300.0,0.06800460176028049
958,766,767,110000.0,2,1,35,0,0,0,0,0,0,81665.0,46070.0,34419.0,36829.0,38080.0,40434.0,2460.0,2000.0,3000.0,2000.0,3000.0,5000.0,0,0,277497.0,17460.0,0.06393559701604103
959,4466,4467,110000.0,3,1,54,0,0,0,0,0,0,105449.0,107957.0,82407.0,70562.0,70982.0,71609.0,4500.0,3786.0,2666.0,2900.0,3100.0,2856.0,0,0,508966.0,19808.0,0.04191088271328325
960,10805,10806,270000.0,1,2,29,0,0,0,0,-1,-1,14728.0,20865.0,24812.0,12674.0,9486.0,2460.0,10000.0,5000.0,3900.0,9486.0,2460.0,0.0,0,0,85025.0,30846.0,0.59770069764401
961,17345,17346,130000.0,2,1,34,0,0,0,0,-2,-2,41379.0,24462.0,15720.0,0.0,0.0,0.0,3057.0,1047.0,0.0,0.0,0.0,0.0,0,0,81561.0,4104.0,0.6383144787272486
962,22610,22611,200000.0,3,1,30,2,2,2,2,2,2,140327.0,143137.0,145374.0,147273.0,149244.0,151973.0,6600.0,6000.0,5860.0,6000.0,5000.0,0.0,0,2,877328.0,29460.0,0.040055155600851
963,27787,27788,70000.0,2,2,24,0,0,0,0,0,0,67897.0,62826.0,62595.0,40327.0,48673.0,46158.0,3000.0,2916.0,2004.0,15006.0,3000.0,2200.0,0,0,328476.0,28126.0,0.10346527399202443
964,27553,27554,140000.0,3,1,56,2,0,0,0,0,0,90462.0,93167.0,94370.0,95894.0,91600.0,93347.0,4212.0,3600.0,3258.0,3313.0,3258.0,3223.0,1,2,558840.0,20864.0,0.037680405112409575
965,9456,9457,310000.0,1,1,35,-1,-1,0,0,0,0,2948.0,62593.0,152141.0,125325.0,109142.0,103020.0,62635.0,100042.0,4017.0,9184.0,4081.0,6042.0,0,0,555169.0,186001.0,0.3628091335572191
966,23372,23373,430000.0,1,2,30,0,0,0,0,0,0,62774.0,68284.0,74806.0,82241.0,80298.0,53289.0,10284.0,10806.0,12241.0,1606.0,1119.0,52319.0,0,0,421692.0,88375.0,0.09698043652717062
967,2468,2469,220000.0,1,2,31,0,0,0,0,0,0,163148.0,158197.0,158956.0,157953.0,157098.0,157099.0,5725.0,5971.0,5846.0,5887.0,5802.0,5895.0,0,0,952451.0,35126.0,0.03703389380100402
968,26839,26840,20000.0,3,1,37,0,-1,0,0,0,0,18629.0,19202.0,20459.0,19493.0,17289.0,17684.0,21473.0,1576.0,2000.0,600.0,1000.0,700.0,0,0,112756.0,27349.0,0.2778308832763828
969,5168,5169,230000.0,4,1,32,-1,-1,-1,-1,-2,-2,11000.0,0.0,8100.0,-2900.0,-2900.0,-2900.0,0.0,8100.0,0.0,0.0,0.0,110256.0,0,-1,10400.0,118356.0,0.4
970,29210,29211,20000.0,2,2,22,1,2,2,2,0,0,19698.0,20305.0,20602.0,19850.0,20277.0,17525.0,2000.0,1300.0,0.0,702.0,620.0,0.0,1,2,118257.0,4622.0,0.046319422826621194
971,906,907,50000.0,1,2,30,2,2,2,-1,2,2,4187.0,5152.0,3679.0,596.0,446.0,2699.0,2300.0,0.0,700.0,0.0,2300.0,0.0,1,2,16759.0,5300.0,0.49461853703139935
972,6556,6557,20000.0,2,2,22,3,2,2,3,2,2,16014.0,15474.0,19739.0,19194.0,38414.0,19200.0,0.0,4900.0,0.0,800.0,800.0,500.0,1,3,128035.0,7000.0,0.06214638661878238
973,8880,8881,660000.0,2,2,33,0,0,0,0,0,0,495736.0,390258.0,349361.0,331565.0,329604.0,322581.0,13393.0,12113.0,12004.0,12008.0,11503.0,12019.0,0,0,2219105.0,73040.0,0.03545702302848372
974,5829,5830,10000.0,1,2,22,0,0,0,0,0,0,9397.0,9709.0,10228.0,10432.0,9839.0,9859.0,1200.0,1153.0,357.0,501.0,429.0,196.0,0,0,59464.0,3836.0,0.07299627998938049
975,17334,17335,500000.0,1,1,37,1,-1,-1,-1,-1,0,0.0,2529.0,2971.0,184.0,64356.0,33348.0,2529.0,2971.0,200.0,38144.0,0.0,8479.0,0,1,103388.0,52323.0,0.735931922161239
976,2077,2078,150000.0,2,1,55,1,2,2,0,0,0,76516.0,78505.0,76652.0,77688.0,79440.0,81126.0,3800.0,0.0,2800.0,3000.0,3000.0,3200.0,1,2,469927.0,15800.0,0.031838005265706674
977,12270,12271,150000.0,1,1,42,-1,-1,-1,-1,-1,-1,2716.0,0.0,1106.0,1323.0,2098.0,0.0,0.0,1106.0,1323.0,2098.0,0.0,0.0,0,-1,7243.0,4527.0,1.0
978,10449,10450,300000.0,3,1,41,1,-2,-2,-2,-2,-2,390.0,390.0,780.0,390.0,390.0,5144.0,390.0,780.0,0.0,390.0,5144.0,390.0,0,1,7484.0,7094.0,0.8
979,4127,4128,50000.0,3,1,32,0,0,0,0,0,-2,46727.0,47973.0,48990.0,49261.0,0.0,0.0,2000.0,2005.0,1745.0,0.0,0.0,0.0,1,0,192951.0,5750.0,0.423608079463291
980,2025,2026,20000.0,2,1,42,2,0,0,0,0,0,12426.0,13143.0,14152.0,14435.0,14802.0,15256.0,1225.0,1234.0,517.0,600.0,700.0,710.0,1,2,84214.0,4986.0,0.06052720798755654
981,7983,7984,330000.0,1,2,28,-2,-2,-2,-2,-2,-2,1127.0,13030.0,14922.0,17722.0,3390.0,0.0,13030.0,2500.0,3000.0,3390.0,0.0,0.0,0,-2,50191.0,21920.0,0.6673637966139269
982,10781,10782,50000.0,3,2,40,0,0,0,0,0,0,29311.0,30862.0,26614.0,15571.0,14971.0,15546.0,10000.0,5000.0,1500.0,800.0,2000.0,2000.0,0,0,132875.0,21300.0,0.1580628286478577
983,11577,11578,100000.0,2,1,33,1,2,2,2,2,2,23384.0,22722.0,24909.0,24210.0,26103.0,27554.0,0.0,2569.0,0.0,2287.0,2028.0,0.0,0,2,148882.0,6884.0,0.0528701584867964
984,7120,7121,200000.0,1,2,26,0,-1,-1,-1,-1,-2,1290.0,599.0,0.0,253.0,0.0,0.0,599.0,0.0,253.0,0.0,0.0,0.0,0,0,2142.0,852.0,1.0
985,19037,19038,50000.0,1,2,22,0,0,-2,-2,-2,-2,2416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2416.0,0.0,1.0
986,5519,5520,80000.0,2,1,47,0,0,-1,-1,-2,-2,4762.0,3235.0,1970.0,0.0,0.0,0.0,1000.0,1970.0,0.0,0.0,0.0,0.0,0,0,9967.0,2970.0,0.861823802163833
987,20645,20646,50000.0,3,1,26,1,2,2,0,0,0,14655.0,15688.0,13400.0,13596.0,13861.0,14255.0,1600.0,0.0,2000.0,2000.0,2000.0,2000.0,1,2,85455.0,9600.0,0.10673645048270748
988,2942,2943,290000.0,2,2,30,0,0,0,-1,0,0,288994.0,296230.0,158127.0,234456.0,236813.0,211237.0,12549.0,7003.0,234456.0,9500.0,7592.0,7626.0,1,0,1425857.0,278726.0,0.23254125093141048
989,15613,15614,120000.0,2,1,30,0,0,0,0,0,0,121038.0,121211.0,119339.0,122334.0,121254.0,122094.0,4700.0,4400.0,5000.0,4600.0,5000.0,4500.0,0,0,727270.0,28200.0,0.039081154852736444
990,25226,25227,80000.0,2,2,25,0,0,2,2,2,2,26855.0,28789.0,31026.0,31401.0,31986.0,32468.0,2386.0,2998.0,1183.0,1400.0,1139.0,0.0,0,2,182525.0,9106.0,0.05920626293331528
991,5332,5333,20000.0,2,1,22,0,0,0,0,0,0,18475.0,18993.0,19973.0,20081.0,20292.0,20289.0,1400.0,1300.0,700.0,800.0,1000.0,1000.0,0,0,118103.0,6200.0,0.05247405057205793
992,18630,18631,80000.0,1,2,26,0,0,-2,-1,-1,0,4301.0,0.0,0.0,2883.0,1856.0,2856.0,0.0,0.0,2883.0,1856.0,1000.0,2000.0,0,0,11896.0,7739.0,0.8700280112044817
993,14628,14629,30000.0,2,2,38,0,0,0,0,0,0,20996.0,25607.0,26813.0,25868.0,25418.0,27572.0,5000.0,2000.0,1089.0,3000.0,5000.0,0.0,1,0,152274.0,16089.0,0.12226362501602032
994,29852,29853,500000.0,2,1,44,-1,-1,-1,-1,-1,-1,2445.0,12988.0,2544.0,949.0,86362.0,-8.0,13053.0,2556.0,955.0,86793.0,0.0,1793.0,0,-1,105280.0,105150.0,0.8042069332669026
995,10465,10466,300000.0,1,2,29,-2,-2,-1,0,0,0,-1282.0,-1282.0,132218.0,133533.0,136877.0,139940.0,0.0,133500.0,5000.0,5500.0,5500.0,5500.0,0,0,540004.0,155000.0,0.22532493103342296
996,947,948,50000.0,2,1,59,0,0,0,0,0,0,47069.0,48479.0,49520.0,18990.0,19539.0,19791.0,2169.0,2210.0,680.0,855.0,726.0,687.0,0,0,203388.0,7327.0,0.04112395049923996
997,23311,23312,210000.0,2,2,31,0,0,0,0,0,0,168161.0,133113.0,130769.0,95962.0,49839.0,46824.0,5000.0,5032.0,3783.0,2021.0,3000.0,0.0,0,0,624668.0,18836.0,0.04401685487992431
998,270,271,100000.0,3,2,32,0,0,0,0,0,0,70003.0,31545.0,20974.0,19713.0,19848.0,18126.0,2035.0,2004.0,616.0,2007.0,1009.0,2015.0,0,0,180209.0,9686.0,0.06961813864218906
999,26546,26547,500000.0,4,1,54,0,0,0,0,0,0,355251.0,354394.0,359522.0,362412.0,362550.0,359481.0,12680.0,13464.0,12821.0,15033.0,12788.0,13000.0,0,0,2153610.0,79786.0,0.037128821705673345
1000,13724,13725,50000.0,3,2,23,0,0,-1,-1,-1,-1,42821.0,6609.0,1600.0,5087.0,4270.0,7881.0,1008.0,1600.0,5087.0,4270.0,7881.0,1000.0,0,0,68268.0,20846.0,0.8305038583749432
1001,17382,17383,280000.0,1,1,44,0,0,0,0,0,0,230931.0,235635.0,197003.0,198808.0,187425.0,177340.0,8634.0,7665.0,6497.0,5555.0,5027.0,5065.0,0,0,1227142.0,38443.0,0.033242884978387406
1002,1824,1825,70000.0,3,1,23,2,-1,-1,-1,-1,-1,254.0,2746.0,1885.0,2216.0,1348.0,29873.0,6840.0,1885.0,2216.0,1348.0,29873.0,1000.0,0,2,38322.0,43162.0,1.2981791697013838
1003,29190,29191,60000.0,3,2,24,0,0,0,0,0,0,17054.0,16963.0,17298.0,17889.0,17847.0,17827.0,1600.0,1300.0,1277.0,625.0,644.0,639.0,0,0,104878.0,6085.0,0.06240113102168658
1004,12099,12100,260000.0,2,1,40,0,0,0,0,0,0,138602.0,135999.0,133752.0,135053.0,133888.0,132486.0,4870.0,6307.0,5007.0,5015.0,4773.0,4770.0,0,0,809780.0,30742.0,0.03870419679466364
1005,2351,2352,580000.0,1,1,42,0,0,0,0,0,0,264482.0,267508.0,255409.0,256321.0,250358.0,236608.0,9431.0,8842.0,7663.0,7814.0,7794.0,7887.0,0,0,1530686.0,49431.0,0.03278439524776387
1006,3107,3108,440000.0,1,1,35,0,0,0,0,0,0,128808.0,133340.0,133075.0,109705.0,111202.0,116169.0,10000.0,5000.0,5000.0,7126.0,10000.0,10000.0,0,0,732299.0,47126.0,0.06166177751163056
1007,2672,2673,30000.0,2,2,41,0,-1,-1,0,-1,2,1448.0,1261.0,630.0,240.0,690.0,150.0,1261.0,630.0,0.0,840.0,0.0,780.0,0,2,4419.0,3511.0,0.6434782608695653
1008,8863,8864,200000.0,1,1,40,-2,-2,-2,-2,-2,-2,15596.0,1470.0,7289.0,0.0,0.0,2376.0,1470.0,7289.0,0.0,0.0,2376.0,0.0,0,-2,26731.0,11135.0,1.0
1009,19927,19928,330000.0,2,1,39,1,-1,-1,-1,2,-1,0.0,1380.0,0.0,404.0,404.0,24420.0,1380.0,0.0,404.0,0.0,24420.0,480.0,0,2,26608.0,26684.0,0.8
1010,1854,1855,150000.0,3,2,45,0,0,0,0,0,0,99247.0,101194.0,81194.0,70590.0,72040.0,73423.0,4268.0,2725.0,2505.0,3000.0,3000.0,3000.0,0,0,497688.0,18498.0,0.038745456476708434
1011,19180,19181,170000.0,2,1,35,0,0,0,0,0,0,144606.0,136269.0,139337.0,141018.0,119039.0,88833.0,5007.0,7004.0,7008.0,5005.0,4009.0,3807.0,0,0,769102.0,31840.0,0.04477611451940115
1012,20194,20195,200000.0,2,2,36,0,0,0,0,0,0,10890.0,11902.0,12907.0,15369.0,15863.0,16059.0,1500.0,1500.0,3000.0,750.0,600.0,1490.0,0,0,82990.0,8840.0,0.10441708641261908
1013,21361,21362,180000.0,2,1,70,0,0,0,0,0,0,12216.0,13724.0,15495.0,16232.0,16958.0,17685.0,1724.0,2000.0,1300.0,1000.0,1000.0,792.0,0,0,92310.0,7816.0,0.09005925483926887
1014,22537,22538,50000.0,2,1,41,0,0,0,0,0,0,47406.0,48332.0,44295.0,43638.0,18788.0,15468.0,2200.0,2100.0,2228.0,1000.0,500.0,1150.0,1,0,217927.0,9178.0,0.04590691851649741
1015,8380,8381,230000.0,2,2,29,0,0,0,0,0,0,24524.0,24897.0,22219.0,23512.0,12894.0,15183.0,3000.0,4000.0,3047.0,3000.0,3000.0,3000.0,0,0,123229.0,19047.0,0.17207434278155614
1016,16002,16003,80000.0,2,1,34,1,2,2,2,0,0,84720.0,86221.0,84062.0,79076.0,31984.0,29306.0,3808.0,2804.0,30.0,1108.0,1108.0,1133.0,1,2,395369.0,9991.0,0.030070313435782998
1017,21328,21329,20000.0,3,1,51,0,0,0,0,0,0,14962.0,17580.0,19748.0,19290.0,21000.0,0.0,2890.0,2458.0,1000.0,210.0,0.0,0.0,0,0,92580.0,6558.0,0.2701399972353348
1018,18345,18346,20000.0,1,2,22,0,-1,-1,0,-1,-1,18479.0,2005.0,7839.0,5386.0,10690.0,3413.0,2022.0,15210.0,1000.0,10690.0,3413.0,390.0,0,0,47812.0,32725.0,1.0268887706688354
1019,16590,16591,70000.0,2,2,25,1,3,2,0,0,0,12088.0,11601.0,12114.0,13597.0,15060.0,16653.0,0.0,1000.0,2000.0,2000.0,2000.0,2000.0,0,3,81113.0,9000.0,0.0965081984891569
1020,11651,11652,130000.0,1,2,30,1,-2,-2,-2,-2,-2,-915.0,-915.0,-915.0,-915.0,-915.0,-1070.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,-5645.0,0.0,0.0
1021,12849,12850,40000.0,3,2,23,0,0,0,0,0,-2,15045.0,15899.0,16700.0,17500.0,0.0,0.0,1400.0,1200.0,1000.0,0.0,0.0,0.0,0,0,65144.0,3600.0,0.4434109994274701
1022,25852,25853,370000.0,2,1,47,-2,-2,-2,-2,-2,-2,1289.0,2408.0,395.0,12074.0,744.0,4040.0,2432.0,397.0,12133.0,747.0,4060.0,3059.0,0,-2,20950.0,22828.0,1.0057798709416228
1023,10173,10174,360000.0,1,1,57,-1,-1,-1,-1,-1,-1,2505.0,4070.0,3307.0,0.0,380.0,2566.0,4070.0,3307.0,0.0,380.0,2566.0,166.0,0,-1,12828.0,10489.0,1.0
1024,9013,9014,20000.0,3,2,43,0,0,0,0,0,0,19107.0,20120.0,19445.0,19831.0,19473.0,20009.0,1330.0,1274.0,660.0,752.0,906.0,650.0,0,0,117985.0,5572.0,0.049759986271381465
1025,23725,23726,210000.0,3,1,55,-1,-1,-2,-1,0,0,3857.0,0.0,0.0,95438.0,96317.0,98400.0,0.0,0.0,95438.0,3393.0,3580.0,3998.0,0,0,294012.0,106409.0,0.6143219079849052
1026,25565,25566,80000.0,1,2,26,0,0,0,0,0,0,76157.0,79874.0,80171.0,80136.0,79151.0,78465.0,5000.0,3500.0,3000.0,2800.0,3000.0,3000.0,0,0,473954.0,20300.0,0.04346013276324996
1027,5986,5987,210000.0,2,1,33,-1,-1,-1,-2,-2,-2,1971.0,748.0,0.0,0.0,0.0,0.0,822.0,0.0,0.0,0.0,0.0,0.0,1,-1,2719.0,822.0,1.0197860962566845
1028,9046,9047,30000.0,4,1,53,0,0,0,0,0,0,28191.0,27166.0,17769.0,18107.0,18541.0,4770.0,1600.0,1300.0,1000.0,1200.0,2000.0,1000.0,0,0,114544.0,8100.0,0.13425883485136117
1029,1969,1970,200000.0,1,2,43,-2,-2,-2,-2,-2,-2,830.0,-6.0,-6.0,657.0,2088.0,150.0,0.0,0.0,663.0,2088.0,150.0,594.0,0,-2,3713.0,3495.0,0.6018264840182649
1030,28454,28455,70000.0,2,2,36,0,0,0,0,0,0,68028.0,67864.0,59165.0,29314.0,28844.0,29443.0,3340.0,2044.0,1773.0,1181.0,1215.0,1297.0,1,0,282658.0,10850.0,0.04529142854763606
